,expr
2723,$\mathsf{E}[X_i\sum_j w_jZ_j]=\sum_iw_j\mathsf{E}[X_i Z_j]$
2724,$\beta_i(x) =\mathsf{E}_{\mathsf{Q}}[X_i/X\mid X>x]=\mathsf{E}[(X_i/X)g'S(X))\mid X>x]$
2725,$l(kX)=k\rho(X)$
2726,$\int udv = uv - \int vdu$
2727,$\mathbf {Q_2\Delta X}$
2728,"$\mathcal F_0=\{\mathsf{var}nothing, \Omega\}$"
2729,$r_P-\mu_L$
2730,$\bar P(a)=\displaystyle\int_0^a g(S(x))dx$
2731,$g(x) = (x-\mu)^2$
2732,$\mathsf{biTVaR}(Y)=\mathsf{TVaR}_{p^\ast}(Y)$
2733,$\mathsf{E}[(X_i/X)g'(S(x)) \mid X > x]$
2734,$0$
2735,$p=1-g(1-F(x))$
2736,$\bar S_i(3463)$
2737,$X=X(\omega)$
2738,$\int_0^1$
2739,$D/L=\mathsf{E}[A\wedge L]/\mathsf{E}[L]$
2740,$\esssup(X)g(0-)$
2741,$\tilde p$
2742,$\bar P'$
2743,$\sum_i E[X_i|anything]\le _{cx} \sum X_i \le_{cx} F_{X_i}^{-1}(U)$
2744,$\bar{\mathbf  M}$
2745,$\lambda = \lambda_0+\lambda_1$
2746,$X_{-2}=C_1 + \cdots + C_n$
2747,$X_{0}$
2748,$\rho_g = \int g(S)$
2749,$a={{break_even}}$
2750,$x=q(1-g^{-1}(1-\tilde p))$
2751,$\mathsf x\mathsf{TVaR}_p(X):= \mathsf{TVaR}_p(X)-\mathsf{E}[X]$
2752,$0.5\le p^* \le 0.75$
2753,$X(\omega)=1$
2754,$P(a)=S(a)+\delta F(a)$
2755,$\mathsf{TVaR}_{1-c\epsilon}(X) = \mathsf{VaR}_{1-\epsilon}(X)$
2756,$q(p)=S^{-1}(1-p)$
2757,$d_i= i/(1+i)$
2758,$P=\sum_i P_i$
2759,$B_i$
2760,$a_1=a(W_1)$
2761,$\rho=\esssup=\mathsf{TVaR}_1$
2762,$\sigma(X)^2$
2763,$g'(s)=1/(1-p)$
2764,$0.4$
2765,$f'_+(x)=\lim_{h\downarrow 0} (f(x+h)-f(x))/h$
2766,$g'(1)=1$
2767,$\mathcal Q_1$
2768,$X\le m$
2769,$dt^2$
2770,$q=p$
2771,$\sigma_d = \mu_d/5$
2772,$Q_0$
2773,$X_t=X_{t+1}$
2774,$g(s)=0.1995$
2775,$\log(0)=-\infty$
2776,$\mathsf{VaR}_p(X_1)$
2777,$W_t$
2778,$Z_{\tilde X}$
2779,$U<u$
2780,$\mathsf{P}(A\mid B)=\mathsf{P}(A\cap B)/\mathsf{P}(B)$
2781,$\mathcal{A}$
2782,$1/q$
2783,$\mathsf{E}[X_i]/x$
2784,$M=\sup(X)\le\infty$
2785,$B(X)=-A(-X)$
2786,"$N_1=m, N_2=n$"
2787,$g(0+)$
2788,$X(\omega)= 1-\sqrt{1-\omega^2}$
2789,$M(a)=\delta F(a)$
2790,$Q_t=\rho(\mathsf{E}[X\mid t])$
2791,$\mathsf P(X=\max(X))>0$
2792,"$\{4,5\}$"
2793,$h(x)=f(x)/S(x)$
2794,$S\Delta X\wedge a$
2795,$r_U$
2796,$(c(S\cup \{i\})-c(S))$
2797,$\mu(dp)=f(p)dp$
2798,$X\preceq_2 Y$
2799,$\mathbf {\min a}$
2800,$\mathsf{E}_{\mathsf{Q}}[X]=\infty$
2801,$v(E)$
2802,$\{Z\circ T\mid T:\Omega\to\Omega\text{\ PPT}\}$
2803,$6/6$
2804,$\Phi(\Phi^{-1}(s) + \lambda)$
2805,"$[0, -k]$"
2806,$\rho(X)=\mathsf{E}[f_X X]$
2807,$\mathsf P(X=\mathsf{VaR}_p(X))>0$
2808,$\rho(W_0\wedge a_0)=\bar P_0 +\bar P'$
2809,$U(t)$
2810,"$\sum_i a(X_i, p^*)=a$"
2811,$p=1-s$
2812,$q_{X_1}(p)+q_{X_2}(p)=q_{X_1+X_2}(p)$
2813,$\mathsf{E}[X_i\mid X\le a]F(a) + a\mathsf{E}[X_i/X\mid X >a]S(a)$
2814,$8.5$
2815,$M_{1}\Delta X$
2816,$\bar P_i(a)$
2817,$T_i$
2818,$L_0^y$
2819,"$\mathbf {g(S)\,\Delta X'}$"
2820,$\mathsf{E}_Q\left[\dfrac{X_i}{X}(X\wedge A)\right] + \delta A \mathsf{E}_Q[X_i/X\mid X > a]$
2821,$2$
2822,$\rho(c)=\rho(0+c)=\rho(0)+c$
2823,$U_X(\omega)=F(X(\omega)-) + V(\omega)(F(X(\omega)) - F(X(\omega)-))$
2824,$s = 1-10^{-15}$
2825,$s/g(s)$
2826,$\bar F(a)=\int_0^a F(x)dx = a-\bar S(a) = \bar Q(a) + \bar M(a) = \mathsf{E}[(a-X)^+]$
2827,$a(W)=\mathsf{E}[W] + 4\sigma(W)$
2828,$\alpha f$
2829,$\{\omega\in\Omega \mid X(\omega)=x\}$
2830,"$[0,1]$"
2831,$1/(1-p)$
2832,"$(0,0),\ (1,0),\ (1,1)$"
2833,$\omega_i\in B$
2834,$g'(1)=\alpha$
2835,$\mathsf{E}[Xe^{\pi X}]/\mathsf{E}[e^{\pi X}]$
2836,$\le 1$
2837,$-\rho(-X)$
2838,$f_{opt} = 1-s/g$
2839,$g(S(x_i-))-g(S(x_{i-1}))$
2840,$\Delta \mathit{MV}_{ro}(a)$
2841,$Q_i=a_i-P_i$
2842,$0.0476/(1-0.0476)=0.05$
2843,$q=0.9215$
2844,$c\ge \mathsf{E}[cZ]$
2845,$f(x)dx$
2846,$\mathcal F'$
2847,$p=\Phi((a-\mu)/\sigma)$
2848,$\nu (1-s)$
2849,$g'(1-s)$
2850,$P(X_{-1}\wedge a_{ro})=9196.39$
2851,$\omega_0$
2852,$g_2(s) = 2s/3 + 1/3$
2853,"$\mathbf {X_{i,j}}$"
2854,$x^\ast$
2855,$2/3$
2856,$\iota(s)=w/(1-w)$
2857,$\kappa_i(x) = \mathsf{E}[X_i \mid X=x]=\mathsf{E}_{\mathsf Q}[X_i \mid X=x]$
2858,$\phi(0)=0$
2859,$\log(S) =\mu t$
2860,$a\le (P(1+\iota)-S)/\iota$
2861,$\mathsf{E}_\mathsf{Q}[\cdot]$
2862,$g'(s_1) \ge (1-g(s_1))/(1-s_1)$
2863,"$U, V$"
2864,$s^{0.642}$
2865,$\kappa_i(x)=mx/(m+n)$
2866,$\mathbf {n}$
2867,$C\mathsf X$
2868,$s_0=1$
2869,"$\Omega=\{1,2\}$"
2870,$\kappa_i(x) = \mathsf{E}[X_i \mid X=x]$
2871,$x' - \mathsf{E}_\mathsf{P}[X]$
2872,$\rho(X_0)=\mathsf{E}[X_0Z]$
2873,$X\mapsto\int X(\omega)Z(\omega)\mathsf(d\omega)$
2874,$\rho(X_0+\epsilon Y)-\rho(X_0)$
2875,"$\sigma_A,\sigma_L$"
2876,$P(a)=g(S_X(a))$
2877,$Z_\epsilon\to Z$
2878,$a\beta_1g(S)$
2879,"$\mathsf{biTVaR}_{p,1}^w$"
2880,"$(s^\ast, g(s^\ast))$"
2881,$a^\star$
2882,$\beta_i(x)$
2883,$\mathbf {\alpha_2S\Delta X}$
2884,$\rho(X)=1.169$
2885,$U(\omega)=\omega$
2886,${X}$
2887,$D^f\rho_{X;\tilde X}(X_i)$
2888,"$d(g(S(x)))/dx=-g'(S(x))\,dF/dx$"
2889,$S(x+a)$
2890,$\rho(0)=0$
2891,$\succeq^2$
2892,$\rho(\lambda X)=\lambda \rho(X)$
2893,$q(p) \times \phi(p)dp$
2894,$E(X_{-1}(a))=\bar S_0(a)$
2895,$q_2(t)=t^2$
2896,$\sigma^2=\sigma_A^2 + \sigma_L^2 - 2\rho\sigma_A\sigma_L$
2897,"$(0.5, 0.5)$"
2898,$a_l<b_l$
2899,$\rho(W_2)$
2900,$\lambda\in\mathbb R^+$
2901,$\mathsf{E}[(X-a)^+]/\mathsf{E} X$
2902,$a_i:=\bar Q_i(a)$
2903,$\mathbf {X_2/X}$
2904,"$, if $"
2905,$M = rK$
2906,$g'(1)=\phi(0)$
2907,$b< \alpha$
2908,$x=A/L$
2909,$-\rho(-X_i)$
2910,$q^+$
2911,$\mathsf{E}_\mathsf{Q}[X\wedge a]$
2912,"$t,t'$"
2913,$\rho=\mathsf{VaR}_p$
2914,$g(0+)=0$
2915,$a_{ro}$
2916,"$\mathsf{E}_{P_g}[\mathsf{E}[X_i\mid X]]=\int_{[0,\infty]} \mathsf{E}[X_i\mid X=x]Z(x)P_x(dx)$"
2917,$2.576\times 11$
2918,"$j=7,8,9$"
2919,$1_{U>p}$
2920,$\int X=0$
2921,$\mathsf{j}(0)=0$
2922,$0<\alpha\le 1$
2923,$g'(S(x))>1$
2924,$r_f /(1+ r_f)$
2925,$X_c$
2926,$-q(-Y)$
2927,"$[1,\infty)$"
2928,$4.75$
2929,$D_c$
2930,"$X_{t-2,1}$"
2931,$L<d$
2932,$\mathsf P$
2933,$22.75$
2934,$\mathsf{E}_\mathsf{Q}[X\wedge a] + \tau a$
2935,"$w,N,K$"
2936,$\mu = \sum \mu_i$
2937,$x\le y$
2938,$x_{(j)}$
2939,$\mathsf{Pr}(X>\mathsf{VaR}_p(X))>1-p$
2940,$\mathsf{E}[X\wedge a] = (1-e^{-a\beta})/\beta$
2941,$(r-i)\sum_t Q_t$
2942,$\gamma(ds)$
2943,$Z=20\cdot1_A$
2944,$X_n(\omega)= 1$
2945,$F_0 = P_{act}-\mathsf{E}_{rn}[U]$
2946,$\mathsf{Var}(X)$
2947,$f=(1-p)^{-1}1_{W}$
2948,$\rho(X_n)=0$
2949,$1_{X\le a}$
2950,$af\le 1$
2951,$ for estimates $
2952,$X+W$
2953,"$\mathsf{biTVaR}_{0,1}^w(X)=(1-w)\mathsf{E}[X]+w\sup(X)$"
2954,$\mathsf{TVaR}_p(X)=\mathsf{E}[X\mid X >\mathsf{VaR}_p(X)]$
2955,$gS$
2956,$-\rho(-X)\le \mathsf{E}[X] \le \rho(X)$
2957,$\Delta X_7$
2958,$Z=\tilde X_2$
2959,$a\alpha_i(a)=\kappa_i(a)$
2960,$\mathsf{Pr}(X < x)\le 0.99 \le \mathsf{Pr}(X\le x)$
2961,$\mathsf{E}[(X-m)(1_{U_X\ge p}-B)]\ge 0$
2962,$B-p(\nu(p) + il(p))$
2963,"$(0,0,0,0,0,0,5,0,0,5)$"
2964,$\mathsf{VaR}_p(X)=q_X^{-}(p) = \sup \{ x\mid F_X(x) < p \}$
2965,$\omega\in\Omega$
2966,$g=0$
2967,$\bar P(a)=\mathsf{E}_\mathsf{Q}(X\wedge a)$
2968,$L_0^a$
2969,$-5.91$
2970,$\bar q_{X_1+X_2}(s)=q_{X_1+X_2}(1-s)$
2971,$\Pi=B-p\nu(p)$
2972,"$Y_{2,1}$"
2973,$U(a)=-s$
2974,$\rho(X+Y) = \rho(\lambda(X/\lambda) + (1-\lambda)(Y/(1-\lambda))))$
2975,$\mathsf{E}_G(X)$
2976,$\mathbf {\beta_{2}}$
2977,$P(x)$
2978,$r=(1+\bar\iota)/(1+\tau)-1$
2979,$\rho(-X)=-\rho(X)$
2980,$R_L=-k R_f + \beta_L(R_M-R_f)$
2981,$\mathbf {\Sigma}$
2982,$g(t)$
2983,$N := \lceil (1-p)M \rceil$
2984,"$a_i=\mathsf{E}[X_i] + k\mathsf{cov}(X_i, X)$"
2985,$\mathsf{Pr}(X\le x)=0$
2986,$\{2\}$
2987,"$(\nu,\delta)$"
2988,$p\to\infty$
2989,$1\le\lambda$
2990,$P_1=\mathsf{E}[X_1g'(S_X(X))]$
2991,$\rho E/(1-\tau) - rA$
2992,$x\mapsto x^{1/2}$
2993,"$j=0,\dots,m=8$"
2994,$\beta_i(a)/\alpha_i(a) > 1$
2995,$=\displaystyle\int_0^\infty x f(x)dx$
2996,$a_l-1<0$
2997,$F_X(x):=\mathsf{Pr}(X\le x)$
2998,$F_Y^{-1}(V)=q_Y(V)$
2999,$Z_{\mathit{lin}}$
3000,$\mathsf{E}[f(X-\pi P)] = f((1-\pi)P)$
3001,$0\le p_0\le p^*\le p_1\le 1$
3002,$log(x)$
3003,$\mathsf{P}(A) = \mathsf{E}[1_A]$
3004,$\rho(X)=\mathsf{E}_{\mathsf{Q}}[X]$
3005,$\nu=\nu(a)<1$
3006,$X_1$
3007,$X(\cdot)$
3008,"$Z=(0,0,0,0,0,0,0,0,5,5)$"
3009,$Z_{\mathit{lift}}$
3010,"$\mathbf{B}:\left [0,1 \right ] \ni t \mapsto (x(t),y(t)) \in \mathbb{R}^2$"
3011,$\mathcal Q(X)=\{ \mathsf Q\in\mathcal Q\mid \rho(X)=\mathsf{E}_\mathsf{Q}[X] \}$
3012,"$(\Omega, P)$"
3013,$0 \le p<1$
3014,$\mathsf Q_X$
3015,$\mathbf {M_{1}}$
3016,$\mathsf{E}[X]=1/\beta$
3017,$n < N-1$
3018,$\bar P(x)=\int_0^x P(t)dt$
3019,$\mathsf{E}[g'(S(X))]=1$
3020,$F(x_0)\ge p$
3021,$X-a$
3022,$Z\not=0$
3023,$\rho(\cdot)$
3024,$p = (1-s)$
3025,$p=0.417$
3026,$(j)$
3027,$\mathsf{E}[X_1\mid X=x]$
3028,"$\int_{[0,1]}$"
3029,$y^{\ast}:=\min(y)$
3030,$\mathsf{E}|X|<\infty$
3031,$\mathsf{E}_{\mathsf{Q}}[X] = \rho(X)$
3032,"$ (MA.south)+(0, -1) $"
3033,$q^-(U(\omega))$
3034,$Q_2\Delta X$
3035,"$\mu=0.1, \sigma=0.15$"
3036,$\mathsf{Pr}(X > q_{\mathbf{v}}(p))=1-p$
3037,$P_X(dx)$
3038,$Y_{2}$
3039,$Q_1dX$
3040,${}^nS_X(t)\le {}^nS_Y(t)$
3041,$(0.5)(20)+(0.5)(30)=25$
3042,$\rho(X)\not=\sum_i\rho(X_i)$
3043,"$M\subset \{1,\dots, n\}\setminus \{i, j\}$"
3044,$u(x)=(1-e^{-\pi x})/\pi$
3045,$55+0.675\times 3.807=57.572$
3046,$D \rho(X_0)$
3047,$\alpha(1-f)$
3048,$90$
3049,$L_{250}^{\infty}(x)$
3050,$\mathsf{Pr}(X < x) \le 0.1 \le \mathsf{Pr}(X\le x)$
3051,$d\mathsf{Q}/d\mathsf{P} = g'(S(X))$
3052,$\mathsf{E}[XZ_\epsilon]\to \mathsf{E}[XZ]$
3053,$q(1)=\infty$
3054,"$(p,q(p))$"
3055,$\prec_2^*$
3056,$1/r$
3057,"$\mathbf{v}=(v_1,\ldots,v_n)$"
3058,$\rho(X+X_i)=\rho(X)+\rho(X_i)$
3059,$\displaystyle\int$
3060,$\mathsf{E}[X1_{U_X\ge p}]\ge \mathsf{E}[XB]$
3061,$\alpha_i(x)<\kappa_i(x)/x$
3062,$\mathbf {\mathsf{E}[X_i\wedge a_i]}$
3063,"$\{1,2,3,4,5,6\}$"
3064,"$(X_1,\dots, X_n)'$"
3065,$1_A(x)=0$
3066,$X_{-4}=x$
3067,$\mu-\sigma^2/2$
3068,$s(1)=s_3=1$
3069,$g(x)=0$
3070,$L_0^{a+y}=L_0^a+L_a^{a+y}$
3071,$x_{#4}$
3072,$\mathsf Q(A)=\mathsf{E}[Z1_A]$
3073,$n\ge 1$
3074,$\mathsf{E}[X_m\mid X_{m+n}=x]=mx/(m+n)$
3075,$\mathsf{E}[X]=28$
3076,$2.576$
3077,$Q_j=1-g(S_j)$
3078,"$B_2=[0,0]$"
3079,$\sum c_i^2$
3080,$X_i(v_i)$
3081,$\alpha_i(a)S(a)$
3082,$X(\omega)=0$
3083,$\lambda=(1-\alpha_p)^{-1}$
3084,$g_i$
3085,$U \ge U_s$
3086,$\bar P = a - \bar Q$
3087,$p(1-\nu(p)-il(p))$
3088,$Z_{a}(x)=g(S_X(a))/S_X(a))$
3089,$X(\omega_1)<X(\omega_2)$
3090,$\mathsf{E}_\mathsf{Q}[X]\le \mathsf{E}_\mathsf{Q}[Y]$
3091,$\mathsf{E}[Y\mid \mathcal F']=\mathsf{E}[Y\mid X]=\mathsf{E}[X+Z\mid X]=X +\mathsf{E}[Z\mid X]=X$
3092,$x>a'$
3093,"$0.1, 0.4, 0.5,\dots, 0.9$"
3094,"$I(q,p) \ne I(p,q)$"
3095,$k=-\log(p)/u$
3096,$S(x_{i-1})-S(x_{i})=S(x_i-(x_i-x_{i-1}))-S(x_i)=-S'(x'_i)(x_i-x_{i-1})=f(x'_i)(x_{i}-x_{i-1})$
3097,"$x,y\in C$"
3098,$g^{-1}(x)\le s$
3099,$\mathsf{Q}(A)=2\mathsf{P}(A\cap B)$
3100,$f(x) < f(y)$
3101,$\bar S(a):= \mathsf{E}[L_0^a(X)]=\mathsf{E}[X\wedge a]$
3102,$\iota^{\star}$
3103,$\zeta_{s} = \Phi^{- 1}(s)$
3104,$Z(\omega)=\dfrac{1}{1+r}\dfrac{\mathsf Q(\omega)}{\mathsf{P}(\omega)}$
3105,$\iota$
3106,$\mathsf{E}[X_ih(X)]$
3107,$d^* = D/L^*$
3108,"$\rho(X) = \max\{\rho_c(X), \mathsf{TVaR}_{0.8}(X) \}$"
3109,$S(x)=1$
3110,$g(s)=\Phi(\Phi^{-1}(s)+\lambda)$
3111,$\rho_g(X)<\infty$
3112,$M=\iota Q$
3113,$q + 2pq + 3p^2q+\cdots=q(1+2p+3p^2+\cdots)=1/q$
3114,$g'(1-p^* )=1$
3115,$-1$
3116,"$ In general, define $"
3117,"$(4,2)$"
3118,$\alpha=1$
3119,$\mathsf{E}[X \mid X \ge x] = \mathsf{E}[X 1_{X \ge x}] / \mathsf{Pr}(X \ge x)$
3120,$\alpha_{Cat} \le \beta_{Cat}$
3121,$\rho(X)=\mathsf{E}_\mathsf{Q}[X]$
3122,$R_S$
3123,$dt$
3124,$\mathsf{Pr}(X\ge x_0)=p_-$
3125,$E_i\in\mathcal F$
3126,"$\bar P_{0,0}:=\rho(Y_{0,0})$"
3127,$a_1 < a_0-X_1$
3128,$ is different from the contact function $
3129,$t < 2/3$
3130,"$\omega\in[0,1]$"
3131,"$h(x):=H(x, 1, t)$"
3132,$g(s)=3s$
3133,$\mathbf {X_1/X}$
3134,$\mathsf{E}[(X-\mathsf{E} X)^+]$
3135,$\{ Z\mid \rho(X)=\mathsf{E}[XZ] \}$
3136,$\mathsf{E}[X_iZ]=\rho_g(X)/2$
3137,$\rho(X) \ge \mathsf{E}[X]$
3138,$p=0.5$
3139,"$\lambda\rho(X) + (1-\lambda)\rho(Y) \le \max(\rho(X),\rho(Y))$"
3140,$\{n_s\}$
3141,$S(X_0)$
3142,$r_m$
3143,$X_i=X_i(a)$
3144,$\bar Q_{act} = \bar Q - F_0$
3145,$\beta_i/\alpha_i$
3146,$\mathsf{E}[X_i/X \mid X > x]$
3147,$\bar P(a)= (1-e^{-a\alpha\beta})/(\alpha\beta)$
3148,$S(x)=e^{-x/\mu}$
3149,$m_i\ge0$
3150,$M(x)/(1-S(x))$
3151,$\mathsf{E}[X \mid \mathcal F_0]$
3152,"$(r,c)$"
3153,$r\le 0$
3154,$\mathsf Q\in\mathcal Q$
3155,"$X\,\Delta S$"
3156,$Z=(1-p)^{-1}1_{X>q_X(p)}$
3157,$\mathsf{E}[X]=\sum_{\omega\in\Omega}  X(\omega)\mathsf{Pr}(\omega)$
3158,$d(g(S(x))/dx=g'(S(x))f(x)$
3159,$p={{p}}$
3160,"$\mathsf{E}_{\mathsf{Q}}[Y]=\mathsf{E}[Y\,g'(S(X))]$"
3161,$v\in V$
3162,$\rho(\tilde X_1)=\rho(X_1) + \mathsf{E}[X_2]$
3163,$\mathsf{E}[B]=p$
3164,$\iota=0.10$
3165,$\hat p > p$
3166,"$C(S_0, a, t)$"
3167,$c = 0.5(0.5)2.5$
3168,$M = 0.603$
3169,$A/(A-P)$
3170,"$A,B,C,D$"
3171,$h=\sin(77 s)$
3172,$g(s)=1-(1-s)^3$
3173,$\mathsf{CTE}_{p_0}=\mathsf{E}[X \mid X \ge x_0]$
3174,$\phi\in \mathcal E$
3175,$F_1 \prec_1 F_0$
3176,$\mathsf{E}[u(w-X)] = u(w-c)$
3177,$\lim_{s \downarrow 0}1/g'(s)$
3178,$\Delta_j =g'(s_j-)-g'(s_j+)=\phi((1-s_j)+)-\phi((1-s_j)-)$
3179,$\Omega_0:=\{\omega\in \Omega\mid X(\omega)=\max(X)\}$
3180,$f(s)\le s$
3181,$\bar\iota(a)$
3182,$h(X)=(X-\mathsf{E} X)$
3183,$j>0$
3184,$n=1$
3185,$S_0$
3186,$g(S(x))=g(S(x-))=1$
3187,$\mathsf{E} X + c\mathsf{E}[((X-\mathsf{E} X)^+)^p]^{1/p}$
3188,$\mathsf{E}[hY]$
3189,$A\subset\mathbb{R}$
3190,$f(p)=(1-p)\phi'(p)=-(1-p)g''(1-p)$
3191,$\mathsf{TVaR}_0( X )=\mathsf{E}[X]$
3192,$ then $
3193,$\epsilon_1$
3194,$i>0$
3195,"$0, 1, 90$"
3196,$\beta_1<\alpha_1$
3197,$\nu p$
3198,"$n=1, p=1/{{p}}={{pf}}$"
3199,$q(U)=F^{-1}(U)$
3200,$\sqrt{0.1}=0.316$
3201,$L(X)=e^{kX}/\mathsf{E}[e^{kX}]$
3202,$\ge 0.95$
3203,$\mathsf{E}[X_i \mid X=x]$
3204,$vL + da$
3205,$g'(s)=\nu$
3206,$b=0.5$
3207,$a < b_h$
3208,"$(-\x*.8, 2*2)$"
3209,$L>d$
3210,"$a_{0,2}$"
3211,$\mathbf {s_0}$
3212,$\mathsf{E}[Z\mid X>a]=g(S(a))/S(a)$
3213,$a_i=a(X_i; X)$
3214,$\dot f(t)=a(x)$
3215,$A^c$
3216,$P_i \ge \mathsf{E}[X_i]$
3217,"$\mathsf P((a,b])=b-a$"
3218,$\mathbf {g_1(s)=s^{0.4}}$
3219,$1-p$
3220,$\lim_{s \downarrow 0} s/g(s) = \lim_{s \downarrow 0}1/g'(s)$
3221,$\rho_\mu$
3222,$\mathsf{EPD}_\pi(X)$
3223,$\bar F(a)$
3224,$\mathsf{E}[Z_i\mid X] \ne \mathsf{E}[Z_j \mid X]$
3225,$\mathbf {Q_1\Delta X}$
3226,$P(X_{0}(a_{gc}))$
3227,$20+8t>20+10t$
3228,$b=1$
3229,$p_0 = p^\ast = p_1$
3230,$Z\in L^1$
3231,$Y$
3232,$g(S(x))=u$
3233,$\phi'(s)\ge 0$
3234,$x\mapsto (x-d)_+^{n}$
3235,$\{X \le x^*\}$
3236,"$X_1=0,0,0,0,1,1,2,3,20, 400$"
3237,$m_1=m_2$
3238,"$\dfrac{\partial\rho}{\partial P} = \dfrac{0.4^2 P}{\rho(P,R,a)}$"
3239,$\mathbf {t+3}$
3240,$u = g(S(x))$
3241,$\mathsf{E}[X_2Z]$
3242,$\rho(X)=g(q)$
3243,$\bar M=\bar P-\bar S$
3244,$(1-p)^{-1} \min_x x(1-p) + \mathsf{E}[(X-x)^+]$
3245,$q_Y(1-U)$
3246,$h(s)$
3247,$f^{-1}(A)\in\mathcal B$
3248,$(1-p)^{-1}\mathsf{E}[X_i1_{X\ge x_p}(X)]$
3249,$\beta_1g-\alpha_1S$
3250,$X_2(a)$
3251,$g'(s)=bs^{b-1}$
3252,$\mathsf P(A)=1-p$
3253,$dF(x)$
3254,"$(0,g_0)$"
3255,$\kappa_1(X)$
3256,$x \mapsto -x$
3257,$A(1_{X>x_1} + 1_{X>x_2})= A(1_{X>x_1}) + A(1_{X>x_2})$
3258,${Z}_p \le c$
3259,$X:\Omega\to\mathbb{R}$
3260,$C_1+\cdots + C_n$
3261,$\mathsf{E}[Y_d]$
3262,$\mathbf {\alpha_1}$
3263,$\tilde X\wedge a$
3264,$d+v=1$
3265,"$\Omega=[0,1]$"
3266,$q_Y$
3267,$D\rho_X(\cdot)$
3268,$\mathbf {X_2}$
3269,$g^{-1}(u)$
3270,$\sum_{i}X_{i} = X$
3271,$g_{ROE}$
3272,$>1-p$
3273,$\mathsf{Pr}(X < x)$
3274,$a=\mathsf{VaR}_{1-\tau}(X)$
3275,$\mathsf{Pr}(X < x) \le 1/6 \le \mathsf{Pr}(X\le x)$
3276,$h(x):=f(x)/S(x)$
3277,$X_n(\omega)=1$
3278,$\mathbb{R}$
3279,$S_Y$
3280,$\chi^2$
3281,$X=X' + X''$
3282,$(X\wedge a)\Delta g$
3283,$\rho(X)=\mathsf{E}[h(X)L(X)]$
3284,$f(x)\approx 0$
3285,$ but if $
3286,$Q=(a-EL)/(1+r)$
3287,$a\ge 0$
3288,$N=5$
3289,$\mathsf{Pr}(E')=1-\mathsf{Pr}(E)$
3290,"$D_n,D_n^*$"
3291,$\{ X=x \}$
3292,$X_d$
3293,$P=g(s)$
3294,$\int xdF(x)=\int xf(x)dx$
3295,$X({\mathbf{v}})$
3296,$g(s)=s^{0.9}$
3297,"$X_{t,1}$"
3298,$x=X(p)$
3299,$\mathsf{E}_{\mathsf Q}[X_i]=\mathsf{E}[X_ig'(S(X))]$
3300,$\hat s$
3301,$\sigma_i^2$
3302,"$(1-s, 1-g(s))$"
3303,$\ge$
3304,$h(p)$
3305,$\kappa_1(x)=\mathsf{E}[N_1/(N_1+N_2)]x$
3306,$\max(X)=1$
3307,$R_f$
3308,$\phi(s)=0$
3309,$\mathsf{E} X + c{ X-MX }$
3310,$\mathsf{Var}(X+c)=\mathsf{Var}(X)$
3311,$\mathsf{TVaR}_{0.975}$
3312,$l^\infty$
3313,$x_p=\mathsf{VaR}_p(X)$
3314,$\sum v_iX_i$
3315,$\mathsf{E}[X] + c\mathsf{E}[(X-\mathsf{E} X)^21_{X>\mathsf{E}[X]}]$
3316,$R$
3317,$s=0.5$
3318,"$(1-S(x),x)=(p,q(p))$"
3319,$0!=1$
3320,$\rho(U)=1$
3321,$x=1000$
3322,$\mathsf{E}[YZ]\le 0$
3323,$\mathsf{Pr}(X<2)=1/6<\mathsf{Pr}(X\le 2)=1/3$
3324,$m(1)=0$
3325,$a_{t} = a_{t-1}$
3326,$\mathsf{E}[\phi] = 1$
3327,$A=\{X(\omega) > x\}$
3328,$\mathbf {X_2(a)}$
3329,$0.1 < s < 0.2$
3330,$p < 1$
3331,$g(0+)\ge 0$
3332,"$3.129=\lambda \sigma(Y_{0,0})$"
3333,$\beta_i(x)/\alpha_i(x)> 1 > S(x) / g(S(x))$
3334,$S(x)\approx k x^\alpha$
3335,"$\mathit{EGL}_{gc}(a)>\max(0, \mathit{EGL}_{ro}(a))$"
3336,$\alpha_1(99)=0.1$
3337,$\mathsf{TVaR}_p(X)=80$
3338,$m\ge n$
3339,$(a-X)^+$
3340,$M_1dX$
3341,$(X\wedge l)(\omega)=X(\omega)\wedge l$
3342,$a=a[X]$
3343,$\mathsf Q_k(B_k)=\mathsf{P}(B_k)/\mathsf{P}(B_k)=1$
3344,$\mathsf{E}_\mu[\phi(\mathsf{E}_\pi u\circ f)]$
3345,$a^{\star}(X)-a(X)$
3346,$\mathit{PV}_{r_X}(X) + \mathit{PV}_{r_f}(\text{UW profit tax})$
3347,$A-A\Phi(d^*)=A\Phi(-d^*)$
3348,"$j=0,\dots, m-1$"
3349,$(P-S)/(a-P)\ge \iota$
3350,$S=\mathsf{Pr}\{X>x\}$
3351,$\mathsf{E}[p]$
3352,$r^*$
3353,$F(x)=\P(X\le x)$
3354,$\mathsf{P}_X$
3355,"$\int |X_n(\omega) - X(\omega)| \,\mathsf{P}(d\omega)\to 0$"
3356,$\bar Q(x)$
3357,"$(a,b] \subset [0,1]$"
3358,$\mathbf {\omega_i}$
3359,$\mathsf{Pr}(X< q(p))\le p \le \mathsf{Pr}(X\le q(p))$
3360,$\iff$
3361,$\exp$
3362,$D>L$
3363,"$\mathsf{biTVaR}_{0,1}^{0.0476}$"
3364,$\iota(0.5)=\iota^{\star}$
