,expr
2575,$g(p)=p^{1/2}$
2576,$se=0.067$
2577,$\mathcal{G}=\sigma(X)$
2578,"$(fun3a.south -| fun6a.south east)+(\smlspc,-\smlspc)$"
2579,$B<A<C$
2580,$\epsilon\times Y(\mathbf{X})\times$
2581,$\tau(X)$
2582,$X=q(U)$
2583,$\sum_i X_i(a)=X\wedge a$
2584,$\mathsf{E}(X\mid X=x)$
2585,"$\bar P_i(x_1, x_2, a) / x_i$"
2586,$\rho(X+Y) \le \rho(X^c + Y^c)$
2587,$q(U)=F^{-1}(U)$
2588,$d_iN(a)=d_i(a-\mathsf{E}(X\wedge a)$
2589,$\bar S_i(a) = \mathsf{E}[x_iX_i\mid X\le a]F(a) + a\mathsf{E}[x_iX_i/X\mid X> a]S(a)$
2590,$R_2(t_2-\epsilon)<R_2(t_2)=R_2(1)$
2591,$1 = 1_\Omega$
2592,$T_A\in\mathscr{S}(X)$
2593,$\displaystyle\int_0^1 q(1-g^{-1}(1-\tilde p))d\tilde p$
2594,$g(s)>s$
2595,$\mathbb{P}(B)=0$
2596,$v=1-d$
2597,$g^{ak}=(g^k)^a=K^a$
2598,$\hat X_i$
2599,$s=k^{-1}(m + ra)$
2600,$\rho_{(g)}(X)=$
2601,$\mathsf E[u(X-\pi +R)]$
2602,$M(s)=\mathsf{E}[X^s]=\mathsf{E}[e^{s\log(X)}]$
2603,$\sigma=3$
2604,$F^{-1}(s)$
2605,"$C_2(t) < \bar P^a(0, 1)$"
2606,$T=T_B\circ T_A$
2607,$1 = p(a) + (1-p(a))$
2608,$})=1-\mathsf{Pr}(\text{No events $
2609,$Q\ll P$
2610,$B(p)=0$
2611,"$(A, a)$"
2612,$m + ra$
2613,$X_{2}$
2614,$A_k=A_0 + kN \ge A_0 + k'N = A_{k'}$
2615,$l(p)$
2616,$V=(a - X)^+$
2617,"$(\x*1.2, 2)$"
2618,"$(Alice)+(0,-1)$"
2619,$L_p/L_q$
2620,$\nu(S(x) + \iota)$
2621,$\mathsf{Q}_2$
2622,$AR(2)$
2623,$10^{1+6+12}=10^{19}$
2624,$\log_g(n)=a$
2625,$0\le p\le 1$
2626,$I(p)$
2627,$M_t$
2628,$\rho(X) = \sup \{ \rho_\phi(X) \mid \phi\in A \}$
2629,"$\rho(X)=\int g(S_X(t))\,dt$"
2630,$1-g^{-1}(U)$
2631,$0\leq f \leq 1$
2632,$\mathsf{Pr}(X>q(p))=1-p$
2633,$x\mapsto xX$
2634,"$(valu1.south east)+(\boundpad,-\boundpad)$"
2635,$\rho(X)=\displaystyle\int_0^1 q(p) \phi(p) dp$
2636,$\mathsf{E}[X]=28$
2637,$X\ge a$
2638,$x=y$
2639,$g(t)=t^α$
2640,$x_i / \sum_i x_i$
2641,$\rho(X)=\int_0^\infty x g'(S(x))f(x)dx$
2642,$2^1+1\rightarrow 3^1+1-1=3^1 \rightarrow 4^1-1=3 \rightarrow 2 \rightarrow 1 \rightarrow 0$
2643,$(\delta^*-d)\sqrt{S(x)F(x)}$
2644,$\rho_t(-\rho_{t+1}(X))\le \rho_t(\rho_{t+1}(Y))$
2645,$r=d/(1-d)$
2646,$n = 2$
2647,$p(1-p)/(v-l)^2$
2648,$p$
2649,$\rho(X)\ge X$
2650,$\nu=\mu_X-\mu_Y$
2651,$\lambda_t$
2652,"$(p,q(\hat p))$"
2653,$F^{(2)}(\mu_X)$
2654,$\mathsf{Q}$
2655,"$X,\, X_i\in L^\infty$"
2656,"$[\alpha_0,1]$"
2657,$f_Y$
2658,$Y_n\uparrow 0$
2659,$1 \times 10^{14}$
2660,$\tilde p=\tilde F(F^{-1}(p))$
2661,$\mathsf{E}(X_i)$
2662,"$k,a$"
2663,$\mathcal A$
2664,$H(X)\le H(Y)$
2665,$400 to over $
2666,$F^{-1}(p)$
2667,$\nu(p)=(1+\iota(p))^{-1}$
2668,$\Phi_i(a)/a$
2669,$\beta=\delta^*-d$
2670,$(p-\nu)/(\nu-l)$
2671,$\mathsf{E}[X^k-Y^k]=\int x^k\mu_X(dx)-\int y^k\mu_Y(dy)=\int x^k\nu(x)$
2672,$\mathsf{E}[Y] = 50.4$
2673,"$g(s) = \min(1, s/(1-\alpha))$"
2674,$B_r$
2675,$\int_0^1 \mathsf{TVaR}_p(X)m(dp)$
2676,$0\mapsto 0$
2677,"$(Alice)+(0,-3.25)$"
2678,$p\nu(p)=p((\nu(p)-l(p))+l(p)) = \nu^*\sqrt{pq} + v(p-\sqrt{pq})$
2679,$B=\Omega\setminus C$
2680,$c:\mathbb{R}^n\to\mathbb{R}$
2681,$g(u) = m'u / (r(u) - m'u)$
2682,$\rho(X) = a = \mathsf{E}[X | A] = ES$
2683,$(\delta^*-d)\sqrt{F(x)S(x)}$
2684,$\sigma=1.667$
2685,$\subset$
2686,$\alpha=$
2687,$\Rightarrow$
2688,$\mathsf{E}(\cdot)$
2689,$A=X_1+\cdots +X_N$
2690,$p(v_p-l_p)$
2691,$x_i$
2692,$X\le b$
2693,$\mathsf{E}(X_i \mid X=\hat x)=\mathsf{E}(X_i \mid X=F^{-1}(\tilde p))$
2694,$5 trillion business. Property casualty insurers write $
2695,$X=\sum_i X_i$
2696,$\tilde Z\in\mathscr{P}$
2697,$\rho_{(g)}(X)$
2698,$\tau^{-1}$
2699,"$, @Pichler2015a, 6.1. @Dentcheva2010 (DPR) goes to great lengths to prove represented by transforms (AVaR to spectral transform) with $"
2700,"$x=1, M=1.5,\sigma=0.75, K=6$"
2701,$\pi(X)=\mathsf{E}_g(X\wedge \alpha(X))=\int_0^{\alpha(X)} g(S(t))dt$
2702,$X>Y$
2703,$F_u^{-1}$
2704,"$d(x,\omega)$"
2705,$\mathsf{E}(Y\sigma(U))$
2706,$k \ge k'$
2707,$X_n=0$
2708,$<$
2709,$\rho(X \circ T)=\rho(X)$
2710,$\rho^*= (1-\alpha-\beta)^{-1}-1$
2711,$\|Y\|_{\sigma} = \rho_\sigma(Y)$
2712,$1/x^2$
2713,$172.4\times \exp(2.7^2/2) = 6600$
2714,"$\eta,\zeta$"
2715,$N_i$
2716,$g(s) = d + (1-d)h(s)$
2717,$\mathsf{E}[g]=1$
2718,$\tilde S$
2719,$\rho(X) + c = \rho(X+c)\ge \rho(X)  + \mathsf{E}[cg]$
2720,$M_i(t)\not=C_i(t)$
2721,"$(fun5a.south west)+(-0.5*\wspcer,-0.5*\medspc)$"
2722,$c \le 0$
2723,$(1+\epsilon)\mathbf{X}$
2724,$\tilde\rho(X)=\mathsf{E}_Q(Y)$
2725,$\le 1/N$
2726,"$h_{i,\epsilon}-h_0\to 0$"
2727,$\text{AVaR}_\alpha(X)$
2728,$N \mid G$
2729,$q+\epsilon\mathsf{E}_q(X_1)$
2730,$X_2=t$
2731,$g(st)\le g(s)g(t)$
2732,"$\langle \zeta, Z-\mathsf{E} Z\rangle$"
2733,$\mu(dp)=f(p)dp$
2734,$\rho_i(F_i)$
2735,$q(p)\phi(p)$
2736,$\rho(X^{\oplus N})$
2737,$\mathcal{X}$
2738,$F:\mathbb{R}^n\to\mathcal{Z}$
2739,"$(Bob) + (0,-3.5)$"
2740,$p=0.001$
2741,$X_i/X$
2742,$\bar P_2$
2743,$k<n$
2744,$X=Y(\mathbf{X}) + Z(\mathbf{X}) = Y+Z$
2745,$Q(u)$
2746,$1-\alpha$
2747,$n=4$
2748,$t+1$
2749,$r_K$
2750,$\rho(X^{\oplus n})$
2751,$\phi(p)\ge 0$
2752,$L^2$
2753,$\mathsf{E}(\theta)=\int\theta dP=(1+r_f)^{-1}$
2754,$q(p)$
2755,$p(a) = S(a) + \delta F(a)$
2756,$\displaystyle\int_0^\infty xg'(S(x))f(x)dx = -xg(S(x))\Big\vert_0^\infty + \displaystyle\int_0^\infty g(S(x))dx=\displaystyle\int_0^\infty g(S(x))dx$
2757,$g(p)=1-\tilde p(1-p)=1-\tilde F(\Phi^{-1}(1-p))=1-\Phi(-\Phi^{-1}(p)-\lambda)=\Phi(\Phi^{-1}(p)+\lambda)$
2758,$E$
2759,$aY_i/Y$
2760,$R_2(1)=\bar P^a_2(1)$
2761,"$E_Q(G) = \langle \zeta, G \rangle = \int g(S_G(t))dt$"
2762,$\{ x | f(x)\le t \}$
2763,$S$
2764,$\phi = \rho \circ F$
2765,$\beta\gamma/(\beta+\gamma)$
2766,$\mathsf{E}[Z\mid X]$
2767,$p=1$
2768,"$(brR15 |- lee.south)+(-0.25,-0.25)$"
2769,$\bar p=(1-p)/p$
2770,$\rho(X\wedge k)$
2771,$\mathbf{m}(\lambda)$
2772,$R_2$
2773,$\nu:\Sigma\to\mathbb{R}$
2774,$\int g\circ S=\int S^{-1}g'$
2775,$Q=0$
2776,$t<0.5$
2777,$E_Q(X_i(a)) = E_Q(E_Q(X_i(a)\mid X))$
2778,$\delta/\nu=\rho$
2779,$p\approx -\log(1-p)$
2780,$x-\log(x)\ge 1$
2781,$\tilde Z=\mathsf{E}[Z\mid X]$
2782,"$(D.south east)+(0.1, 0.05)$"
2783,$\iota(p)\leftrightarrow g(1-p)$
2784,$t<\tau$
2785,$F$
2786,$t<t_1$
2787,$\mathop\square\rho_i$
2788,$10^6A_{40}=121059.21$
2789,$\mathsf{E}_g$
2790,$1-t$
2791,$5.184 \times 10^{19}$
2792,$\sum a_i=\mathop\square\rho_i(X)=\rho{\min(g_i)}(X)$
2793,$B-p\nu(p)$
2794,"$\langle \mu,X \rangle \le \rho(X)$"
2795,"$t\in (0,1)$"
2796,"$[a, a+da)$"
2797,$\mathsf E[T_s T_t]$
2798,"$M(a)=M(X,a)$"
2799,"$\lambda,df$"
2800,$\rho=0.671$
2801,$\mathsf{Pr}(X<0)>0$
2802,$\rho_\gamma(X) = \gamma\rho(X/\gamma)$
2803,$S_u(t)=\text{Pr}(X_u>t)$
2804,$\rho(X)\le\rho(Y)$
2805,${}_{dt}q_{x+t}\approx dt\mu_{x+t}$
2806,"$(-\x*.8, 2*2)$"
2807,$\mathsf{E}(X_iX_i \mid X)\not=\mathsf{E}(X_i \mathsf{E}(X_i\mid X)\mid X)=\mathsf{E}(X_i\mid X)^2$
2808,$i=2$
2809,$P(a)=g(S(a))\ge S(a)$
2810,$p=29$
2811,$c_x$
2812,$a=150$
2813,$L=$
2814,$H(n + \text{prev hash} + \text{value})<c$
2815,$p(a)+k(a)=1$
2816,$G_t(z) = F(z) + H(z-t) = G_0(z) - H(z) + H(z-t)$
2817,$s=t$
2818,$X_1\le X_2$
2819,$\tilde X_i$
2820,$q$
2821,$\rho(X):= \int_0^1 q(p)\phi(p)dp$
2822,$g(S(x))$
2823,$\rho(X)\ge \mathsf{E}[h_\epsilon X]$
2824,$R_2(1)$
2825,$\mathrm{Q}$
2826,$r\not=c$
2827,$\mathsf{E}(X_i/X \mid X \le a)$
2828,$g_1$
2829,$=$
2830,$p=3/4$
2831,"$[0,\alpha)$"
2832,$2.09 \times 10^{14}$
2833,$P(x)$
2834,$\lim\inf_{x\to x_0} f(x)\ge f(x_0)$
2835,$x\mapsto (x-d)_+^{n-1}$
2836,$c$
2837,$x+n$
2838,$t=q_{\mathbf{x}}(s)$
2839,$a=180$
2840,$g(S(x))>g(x)$
2841,$a=M(a)+Q(a)$
2842,$\mathsf{VaR}_p$
2843,$1 \times 10^{18}$
2844,$1=F(x)+S(x)=\delta+\nu$
2845,$I$
2846,"$\mathsf{E}(C_1(a,c))$"
2847,"$(\x*0.65, 3.75*2)$"
2848,$10^{18}$
2849,$p\approx 1$
2850,$\delta(p)=\iota(p)/(1+\iota(p))=1-\nu(p)$
2851,$0<k<q-1$
2852,$\mathsf{E}(X ; B)=\mathsf{E}(X1_B)$
2853,$E_\mathsf{Q}$
2854,$\mathcal{F}$
2855,$\hat\rho(A) \le \rho(N)\rho(X)$
2856,$\mathcal A_t = \{X \mid \rho_t(X) \le 0\}$
2857,$S(x) + dF(x) + (\delta^*-d)\sqrt{S(x)F(x)}>1$
2858,$\bar P(a) = \bar S(a) +\bar\delta(a) \bar F(a)$
2859,$Y=W+Q$
2860,"$X_i=F(0,\dots, x_i,\dots, 0)$"
2861,$\mathsf{E}[XZ]=\mathsf{E}[\mathsf{E}[XZ\mid X]]=\mathsf{E}[X\mathsf{E}[Z\mid X]]=\mathsf{E}[X\tilde Z]$
2862,$c\ge 0$
2863,"$(fun4a.south east)+(0.5*\wspcer,-\medspc)$"
2864,"$\mathcal{M}=\mathcal{M}[0,1]$"
2865,$4\times 10^{19}$
2866,"$(P, R)$"
2867,"$\bar A^{1}_{x:\lcroof{n}}, \bar a_{x:\lcroof{n}}$"
2868,$X=q$
2869,"$A = \{\zeta' \in L_q \mid \zeta'=1+\zeta-\mathsf{E}\zeta, \|\zeta\|_q\le c \}$"
2870,$\nu(F(x))F(x)dx$
2871,$sqrt{st}$
2872,$R^S=g^mA^R$
2873,$X\not= Y$
2874,$\rho_{(g)}(X)=\displaystyle\int_0^\infty g(S(x))dx$
2875,$\Delta \tilde p$
2876,$L_\sigma^*:=\{ Z\in L_1\mid \| Z\|_\sigma^*< \infty \}$
2877,${}_tE_x=e^{-\delta t}{}_tp_x$
2878,$(\lambda)$
2879,$\mathsf{TVaR}_\alpha(X)=\dfrac{1}{1-\alpha}\displaystyle\int_{\alpha}^1 q(p)dp$
2880,$\int_0^\infty g(S(x))dx = \int_0^1 q(t)\phi(t)dt$
2881,"$(lee.west |- lee.north)+(0,-2.5)$"
2882,$\rho(X)=\mathsf{E}(X\theta)$
2883,$\iota_p$
2884,$dQ/dP=g'(S(X))$
2885,"$\mathcal{M}_{X,r}$"
2886,$\rho(X)=50$
2887,$\mu_x$
2888,$\rho_0$
2889,$\leftrightarrow\mathcal P\rightarrow \rho_t(X)=\max_{P\in \mathcal P}\mathsf E_P[X\mid mathcal F_t]$
2890,$\mathcal{G}\subset\mathcal{F}$
2891,$-\sqrt{x}$
2892,$a=a(t)$
2893,$u$
2894,$\rho(X)=\displaystyle\int_0^\infty x g'(S(x))f(x)dx$
2895,$\tilde p$
2896,"$(de.east |- lee.north)+(0.375,0.25)$"
2897,$Z_0$
2898,$(X)$
2899,"$(p, x)$"
2900,$\mu_t = \begin{cases} 0 & t<1 \\ n & 1\le t\le 1+1/n\end{cases}$
2901,$A_\cdot$
2902,$\sigma=0.175$
2903,$_p$
2904,$\mathsf{TVaR}_{p_1}(X) = r$
2905,$1-\delta=\nu$
2906,"$\mathsf E[(X-K)^+] \le \mathsf E[(Y-K)^+],\ \forall K\in\mathbb R$"
2907,$\text{E}_{\Bbb{Q}}[Y\mid \mathcal{G}] \text{E}[Z \mid\mathcal{G}] = \text{E}[YZ\mid \mathcal{G}]$
2908,$\zeta_{\bar x}$
2909,$\rho^{ho}_c$
2910,$p(1-p)/(p\nu_p)^2$
2911,"$g(s) = \min(1,\exp(a+b\log(s)))$"
2912,"$\mathcal A_t\subseteq \mathcal A_{t,t+1} + \mathcal A_{t+1}\iff \rho_t(-\rho_{t+1}) \le \rho_t$"
2913,$q_1(t)=t$
2914,$\inf_t t+\| (X-t)_+\|_p$
2915,$\rho(X)\le 0$
2916,"$(brR15 |- lee.south)+(-0.125,-0.25)$"
2917,$g'<1$
2918,$\hat\rho(X)$
2919,$\mathsf{FAT}$
2920,$g(s)=s^{1/3}$
2921,$R_2(t)>R_2(0)$
2922,$t>0.5$
2923,$p(1-p)/\nu^2$
2924,$\mathsf{E}(B(p))=p$
2925,$X_n=-e^{-nx}$
2926,$1\mapsto 1$
2927,$F^{(-2)}=[F^{(2)}]^*$
2928,$\mathsf{Pr}(Agg > x) \approx \text{frequency}\times \mathsf{Pr}(Occ > x)$
2929,$. Definition of normal cone to $
2930,$\rho_\alpha(X)=\mathsf{E}(X\mid X\ge q_\alpha(X))$
2931,$R_1=C_1$
2932,$c=(1-\alpha)^{-1}$
2933,$=64 \times 4 = 256$
2934,$=g(s)-s$
2935,$X\le \rho(X)$
2936,$P_i = L_i + \iota K_i$
2937,$\rho(X)\le b$
2938,$\nu=1/(1+\iota)$
2939,$\mathsf{E}_\mathsf{Q}(X_i \mid X)=\mathsf{E}(X_i \mid X)$
2940,$\mathsf Q$
2941,$\mathrm{COC}$
2942,$g_i$
2943,$X_k$
2944,$Z\ge \tau$
2945,$t = 2$
2946,$c=\text{Var}(G)=\nu^2$
2947,$ϕ_s(X)$
2948,$X^{\oplus n-1}$
2949,$\bar S(a):=\mathsf{E}(X\wedge a)$
2950,$C_i = m_i - X_i$
2951,$\bar a_{75}=9.81$
2952,$\rho(A_0) \le \rho(A_0) + \mathsf E[A] \le \rho(A)$
2953,$X> 0$
2954,$g'(s)$
2955,$a-\bar S(a)=\bar R(a)+\bar Q(a)$
2956,"$\langle X(\epsilon), \zeta_{x+\epsilon} \rangle$"
2957,$0< m\le 1$
2958,$\tilde Z$
2959,$\partial\rho(X)=\{Q_0\}$
2960,$q=S$
2961,$r_i$
2962,$\phi_i = 1/n$
2963,$K-1$
2964,$W=0$
2965,$(\rho_t)_t$
2966,$X:\mathbb{R}\to\mathbb{R}$
2967,$c_h(1-\alpha)$
2968,$p\gg n$
2969,$N=\sum_i N_i$
2970,$\hat Z\tilde Z_{xn}$
2971,"$k=1,2,\dots,m$"
2972,$\mathsf{P}[\cdot]$
2973,$X\ge Y$
2974,$m\in\mathbb R$
2975,$M_G(\zeta):=\text{E}(e^{\zeta G})$
2976,$P_i$
2977,"$(\x*.75, -2)$"
2978,$(p-\nu-il(p))/(\nu-l(p))$
2979,$\mathcal A=\mathcal A_\rho$
2980,$T$
2981,$\rho(X)=\rho_\phi(X):=\displaystyle\int_0^1 q(p)\phi(p)dp$
2982,$\rho=0.9$
2983,$p<0.5$
2984,$\log(x)\le x-1$
2985,"$\mathcal{A} = \{ X\mid \exists \alpha\ge 0, \exists Y : \rho(Y)=0, X=Y+\alpha  \}$"
2986,$p(\nu(p)-l(p))$
2987,"$\mathbf{r}=(1,r_1,\dots,r_k)$"
2988,$\ln(10)=2.302585$
2989,"$(fun5a.south east)+(\medspc,-0.5*\medspc)$"
2990,$f_{\mathbf{x}}$
2991,$g(0.25) < 1$
2992,$L_t$
2993,$k=st$
2994,$(1-t)\mathsf{E}[X_1]$
2995,"$(fun6.north west)+(-\smlspc,\smlspc)$"
2996,$\tpx$
2997,$K$
2998,$(1+r) = (1+rP)(1+m)$
2999,$\Phi_i(a) = \int_0^a \phi_i(t) dt$
3000,$eL + \rho S$
3001,$q(p)\phi(p)dp$
3002,$K=\mathsf{xTVaR}_p(X)  = \mathsf{TVaR}_p(X) - \mathsf{E}(X)$
3003,"$(\sqrt k, \sqrt k)$"
3004,$lsc(\rho)$
3005,$0\le t\le 1$
3006,$g^{m+ra} = g^m (g^a)^r = g^m A^r$
3007,$\int g(S)$
3008,$f=0$
3009,$N:\mathbb{R}^n\to\mathcal{X}$
3010,$0 \ge \rho(X_n) \ge -\rho(-X_n) \uparrow 0$
3011,$skew(G)=skew(G')$
3012,$\rho(X)=\sup\{\mathsf{E}[hX] \mid h \in \mathscr P \}$
3013,$S_Y$
3014,"$\sum_i h_{i, \epsilon}=h_0$"
3015,$L_\sigma$
3016,"$(\mathsf{E}(X_i)-\mathsf{E}(X_{i,2}(a))/\mathsf{E}(X_i)$"
3017,$t<t^*$
3018,"$d,v\in(0,1)$"
3019,$\rho(X_t)\le\rho(X)$
3020,$u=0$
3021,$N(a)=a-\mathsf{E}(X\wedge a)$
3022,$\sum_i \Phi_i(a) = a$
3023,$\times$
3024,$\mathsf{E}(X)$
3025,$\rho^*$
3026,$X_{1}$
3027,$\mathsf{E}_\mathsf{Q}(X_i\mid X)$
3028,$g^a \pmod{p}$
3029,$\upsilon$
3030,$\delta(p) F(x)=d_iF(x) + (v-\nu^*)\sqrt{FS}$
3031,$i=0.04$
3032,$\zeta T = \eta$
3033,$\rho(Y_n)=0$
3034,$c(X) = u^{-1} ◦ E [u(X)]$
3035,$E(\pi)$
3036,"$[p,p+\delta]$"
3037,"$p,0\le p\le 1$"
3038,$\rho_{(g)}=\max\{\mathsf{E}(ZX) \mid Z\in A\}$
3039,"$\pi(X,a)=\int_0^a S(x) + \delta(F(x))F(x)dx$"
3040,$\delta(p)=\rho(p)\nu(p)=1-\nu(p)$
3041,$t_2$
3042,$X_0$
3043,$\{ X(\mathbf{x}) \le a\}$
3044,$\mathsf{VaR}_\alpha$
3045,$\int_-^\infty dG(z) / (z+\tau)^n$
3046,$\tilde S(x) = g(S(x))\ge S(x)$
3047,$p=1/2$
3048,$g_\min$
3049,$R=a-X$
3050,$G=c_k(x)$
3051,"$k=1,\dots, n-1$"
3052,$h=1+\lambda(\zeta-\mathsf{E}\zeta)$
3053,$\mathsf{E}_\mathbb{Q}(X_i) = \mathsf{E}_\mathbb{Q}( \mathsf{E}_\mathbb{Q}(X_i \mid X))$
3054,$R_i>C_i$
3055,$X^n\to X$
3056,$\mathscr{S}(X)$
3057,"$(Bob) + (0,-3)$"
3058,$p=0.50$
3059,$D_n$
3060,$g(S(x))>S(x)$
3061,$G=const_j$
3062,$g(0+) \gt 0$
3063,$a=\alpha(X)$
3064,$f(0.x_1x_2x_3...) = 0.x_1x_3\dots$
3065,$\mathsf{TVaR}_{p_1}(X)\le r$
3066,$R_1(t)\approx R_1(0)$
3067,$R_2(t) \ge \mathsf{E}[X_2]$
3068,$a/X$
3069,$t=0.4$
3070,$O(n\log(n))$
3071,"$[0, 0.25]$"
3072,$\rho(X)$
3073,$P=Pg^{ak}/g^{ak}$
3074,"$\langle \nabla X,\zeta \rangle$"
3075,$\partial Y/\partial X_i$
3076,$m(a)=S(a) + \delta F(a)$
3077,$g(p)=\displaystyle\int_0^p\phi(1-t)dt=\displaystyle\int_{1-p}^1 \phi(t)dt$
3078,$g(p)=p$
3079,$d=r/(1+r)$
3080,"$q_X(U), q_Y(U))$"
3081,$0<a<\infty$
3082,$\nu N(a)$
3083,$\hat\rho(A) = \rho(N)\rho(X) \le \rho(A)$
3084,"$\{ f\in L^1\mid \mathsf{E}(f)=1, \forall X\in\mathcal{A}, \mathsf{E}(Xf)\ge 0 \}$"
3085,$2^{-72}=1/4.7\times 10^{21}$
3086,$-norm by integrating against a function with $
3087,$M^2$
3088,"$\rho^*(\mu)\ge \sup_t \{  \langle \mu,X_t \rangle - \rho(X_t) \} \ge  \sup_t \{  \langle \mu,X \rangle -t \langle \mu,\bar X \rangle - \rho(X) \}=\infty$"
3089,$+\infty$
3090,$-N_a<0$
3091,$Z_{xn}$
3092,$Z=\tilde Z$
3093,$\bar A_x$
3094,$\rho(0) \ge 0$
3095,$\{Q\}= \partial\rho(X)$
3096,$-g''(t) = w_1 δ_{α_1}/α_1 + w_2 δ_{α_2}/α_2$
3097,$X_0 = X -\mathsf EX$
3098,$P(a) = 1 - \nu F(a)$
3099,$1-X$
3100,$\lambda_{x+t}$
3101,$k\le k_0$
3102,$\bar x\in\mathbb{R}$
3103,$m(a) = 1 - \nu F(a)$
3104,$\|\cdot \|_\rho=\rho(|\cdot |)$
3105,$\displaystyle\int_0^\infty g(S(x))dx$
3106,$g^{ak} = (g^k)^a$
3107,$\xi$
3108,$\zeta_t-\zeta$
3109,$X=G\circ F(\bar x)$
3110,$R_2(t) = \bar P^a_2(t)/t$
3111,$\rho\ge \mathsf{VaR}$
3112,$\zeta\in Y$
3113,$l\ge 0$
3114,"$X_1, X_2$"
3115,$\mathsf{E}[W\mid X]=n^{-1}\sum_{T\in\mathscr{S}(X)} W\circ T=:\tilde W$
3116,$g(1-p)=1-\tilde p$
3117,$L_p(\omega)=\begin{cases} q(p) & \omega=p \\ 0 & \omega\not= p\end{cases}$
3118,$\omega > 1/n$
3119,$0\le f(x)-f(y)\le x-y\ \forall 0\le y < x$
3120,$(1-p)/(p\nu(p)^2)$
3121,$\bar M_i(a)>0$
3122,"$104 million pretax writeoff, resulting in a $"
3123,"$\min(\delta, \max(X-x))$"
3124,$q(p)=-\log(1-p)/\mu$
3125,$O(mn^2)$
3126,$r(u) - m'u$
3127,$\pi(p)$
3128,$V=(a-X)^+$
3129,$\pi_X(t_{2j})\le \pi_Y(t_{2j})$
3130,$1/x^3$
3131,"$L_a=[a, a+da]$"
3132,$\\{N=n\\}$
3133,${}_0V = 1$
3134,$g(t) = r_0 + (1-r_0)t$
3135,$\rho(X)=E_Q(X)$
3136,$5 \times 10^{19}$
3137,$-(\nu-l)-l=-\nu$
3138,$\rho=0.4$
3139,$1-\tilde p=\tilde p(1)-\tilde p(p)=\int_p^1 (d\tilde p/dp)(s)ds = \int_p^1 g'(1-s)ds = \int_0^{1-p} g'(s)ds = g(1-p)-g(0)=g(1-p)$
3140,$E(X\wedge a)=\int_0^a tf(t)dt + aS(a)$
3141,$E2=0$
3142,"$\partial\rho(X+\epsilon X_i)=\{Q_{i, \epsilon} \}$"
3143,"$\mathcal A_t = \mathcal A_{t,t+1} + \mathcal A_{t+1}$"
3144,$u'''\ge 0$
3145,$g^{-1}(p)=p^2$
3146,$\$
3147,$g'(1-s)ds$
3148,$S(x)=1-F(x)=\mathsf{Pr}(X>x)$
3149,$\rho(X\mid \mathcal F_1)$
3150,$\mathsf{E}[Z^*\mid X] = n^{-1}\sum_{T\in\mathscr{S}(X)} Z^*\circ T = n^{-1}\sum_i \alpha_i \sum_T Z\circ T_i\circ T = n^{-1}\sum_i \alpha_i \sum_T Z\circ T=\sum_i \alpha_i\tilde Z =\tilde Z$
3151,"$(x_1, \dots, x_n)$"
3152,$ipl(p)$
3153,$g_2$
3154,$k_i=a_i/x_i$
3155,$x+b$
3156,$p\nu(p)$
3157,"$\max(x,0)$"
3158,$\bar F(a)=\int_0^a F(x)dx = a-\bar S(a)$
3159,$=\dfrac{s}{g(s)}$
3160,$q=q_j$
3161,"$\rho(X) = \mathsf{E}(\zeta X) = \langle \zeta, X \rangle$"
3162,$\psi_i(a)=\mathsf{E}(X_i/Y \mid Y>a)$
3163,$L_\sigma=L_1$
3164,$W=99$
3165,$a=100$
3166,$f^*=(L^t)^+m$
3167,"$\Delta_{i,\epsilon}$"
3168,$1-p < s$
3169,$\{N=n\}$
3170,"$5,000) to as much as \$"
3171,$(X(\omega_1)-Y(\omega_1))(X(\omega_2)-Y(\omega_2))\ge 0$
3172,$X(\omega)$
3173,$x^+$
3174,$0\le x\le 1$
3175,$\sum Y_i=S$
3176,$k= \mathsf{E}(X) + (\rho_m(X) - \mathsf{E}(X)) + (k-\rho_m(X))$
3177,$f_u$
3178,$k\ge k_0$
3179,"$(C.north east)+(1.5, 0)$"
3180,$E_Q(Y)$
3181,$\mathbf{u}=0$
3182,$\mathsf{E}(X_i \mid X=a)$
3183,$=E(X_i \mid X\le a)$
3184,$C(u)$
3185,$t\not=0.5$
3186,$\log(\sqrt{2\pi})=0.399090$
3187,$\rho_{m'}(Y) >  \rho_m(Y)$
3188,$\log(\phi(x)) = -\log(\sqrt{2\pi}) - \frac{x^2}{2\ln(10)}$
3189,$X\wedge 1$
3190,$1-F(x)=1-p$
3191,$F^{(-2)}\int_0^p F^{-1}$
3192,$P=\rho_{g}(X)$
3193,"$\rho(X)=\langle \zeta, X \rangle$"
3194,$H_k((X)\le H_k(Y)$
3195,$\rho(Y)$
3196,$G:\mathbb{R}^n\to\mathcal{X}$
3197,$\phi(p')\ge\phi(p)$
3198,"$\rho^*(\mu)\ge \sup_{a\in\mathbb{R}} \{  \langle \mu,X+a \rangle - \rho(X+a) \} = \sup_{a\in\mathbb{R}} \{ a\mu(\Omega) -a+ \langle \mu,X \rangle - \rho(X) \}$"
3199,$\mathscr{P}=\{ \mathsf{Q} \mid \mathsf{Q} \ll \mathsf{P} \}$
3200,$\exists$
3201,"$1,2$"
3202,$q_Z(U)\in\mathscr{P}$
3203,$\hat\rho(X_1)\le\hat\rho(X_2)$
3204,$A_0$
3205,$T_i\in\mathscr{S}(X)$
